concept_id,category,subtype,canonical_ja,canonical_en,canonical_zh,aliases_ja,aliases_en,aliases_zh,source,source_row,status,notes
effect_phrase_x_27af4cd845,effect_phrase,generic_effect,魔法攻撃+90,,魔法攻擊+90,,,,longtext_segments.csv,dawn-scepter-style-04,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_28cb4dd481,effect_phrase,generic_effect,,,治療術效果提升至90%,,,,longtext_segments.csv,dawn-scepter-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_2ffdddcc90,effect_phrase,generic_effect,無属性ダメージ+12%,,無屬性技能傷害+12%,,,,longtext_segments.csv,dawn-book-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_2ffe06b2fe,effect_phrase,generic_effect,本効果のクールタイムは20秒,,,,,,longtext_segments.csv,dark-knight-gloves-1-set-02|dark-knight-gloves-1-set-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_375d9f8b64,effect_phrase,generic_effect,魔法攻撃力上昇効果を40%に強化,,,,,,longtext_segments.csv,dawn-staff-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_4af12de855,effect_phrase,generic_effect,必殺攻撃で消費する自身のHPがさらに30%減少,,,,,,longtext_segments.csv,dawn-scythe-style-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_7ba9fc2965,effect_phrase,generic_effect,Int+12,,智力+12,,,,longtext_segments.csv,dawn-scepter-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_7d3698ff86,effect_phrase,generic_effect,Str+8,,力量+8,,,,longtext_segments.csv,dawn-crossbow-blade-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_92a5b72edd,effect_phrase,generic_effect,火属性ダメージ+17%,,火屬性技能傷害+17%,,,,longtext_segments.csv,dawn-guitar-style-02|dawn-whip-style-03|dawn-whip-style-04,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_9ccb5dc364,effect_phrase,generic_effect,攻撃速度-25%,,攻擊速度-25%,,,,longtext_segments.csv,dawn-claymore-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_a366d9bca2,effect_phrase,generic_effect,30%の確率で15秒間、暗黒騎士の執念 Iを発動（暗黒騎士の執念 I：スキルダメージ+15%）,,所有技能傷害+15%(普通攻擊無法生效)，持續15秒，冷卻時間20秒,,,,longtext_segments.csv,dark-knight-gloves-1-set-02,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_a8da71a536,effect_phrase,generic_effect,攻撃速度+12%,,攻擊速度+12%,,,,longtext_segments.csv,dawn-hatchet-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_b4d0be7712,effect_phrase,generic_effect,30%の確率で15秒間、暗黒騎士の執念を発動（暗黒騎士の執念：スキルダメージ+10%）,,所有技能傷害+10%(普通攻擊無法生效)，持續15秒，冷卻時間20秒,,,,longtext_segments.csv,dark-knight-gloves-1-set-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_b7c3a6438c,effect_phrase,generic_effect,魔法攻撃+100,,魔法攻擊+100,,,,longtext_segments.csv,dawn-staff-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_b9df8af764,effect_phrase,generic_effect,物理ダメージ+7%,,物理傷害+7%,,,,longtext_segments.csv,dawn-foxtail-grass-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_bb57790e87,effect_phrase,generic_effect,先鋒追撃スキルダメージが+20%上昇,,,,,,longtext_segments.csv,dawn-claymore-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_bd2690399b,effect_phrase,generic_effect,回復効果+1%,,等級每+8，治療效果+1%,,,,longtext_segments.csv,divine-queen-bracelet-1-set-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_cf797b096f,effect_phrase,generic_effect,攻撃速度+6%,,,,,,longtext_segments.csv,dawn-sword-style-01,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_d85517cc0a,effect_phrase,generic_effect,魔法攻撃+11%,,,,,,longtext_segments.csv,dawn-foxtail-grass-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_d9724518cf,effect_phrase,generic_effect,,,旗魚突刺攻擊額外造成100%倍率物理傷害,,,,longtext_segments.csv,dawn-spear-style-05,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_fb98453e09,effect_phrase,generic_effect,魔法攻撃+10,,精煉+15時,,,,longtext_segments.csv,dawn-staff-style-03,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_x_ff5c3a6d39,effect_phrase,generic_effect,本効果のクールタイムは15秒,,,,,,longtext_segments.csv,dark-knight-gloves-1-set-01|dark-knight-gloves-1-set-04,needs_review,Missing canonical in one or more languages. | Only suspect segments available for this concept.
effect_phrase_your_attacks_deal_str_patk_220_additional_dmg,effect_phrase,generic_effect,追加で1200のHPを損失,Your attacks deal [STR *PATK/220] additional DMG.,攻擊時額外附帶傷害,,,,longtext_segments.csv,dawn-sword-style-01,needs_review,Only suspect segments available for this concept.
effect_phrase_bad_omen_lingers_causing_the_stats_being_unstable_activate_the_divine_traits_to_unleash_the_true_power_of_divine_armament_2,effect_phrase,narrative,凶兆が残り、ステータスが不安定になっている。神域属性を有効化すると、神域武装の真の力を解放できる。,"Bad omen lingers, causing the stats being unstable. Activate the Divine Traits to unleash the true power of Divine Armament.",神殿中殘存的曙光糾纏不休、潛滋暗長，致使神域武裝的屬性不斷波動，啟動神域屬性，可解放神域武裝的威能,,,,longtext_segments.csv,dawn-armor|dawn-shield,needs_review,Only suspect segments available for this concept. | candidate_concepts=effect_phrase_bad_omen_lingers_causing_the_stats_being_unstable_activate_the_divine_attributes_to_unleash_the_true_power_of_divine_armament|effect_phrase_bad_omen_lingers_causing_the_stats_being_unstable_activate_the_divine_traits_to_unleash_the_true_power_of_divine_armament
effect_phrase_the_remaining_bad_omens_are_haunting_the_temple_and_growing_in_the_dark_causing_the_stats_of_the_divine_armament_to_fluctuate_continuously_activate_the_divine_attribute_to_release_the_power_of_the_divine_armament,effect_phrase,narrative,凶兆が残り、ステータスが不安定になっている。神域属性を有効化すると、神域武装の真の力を解放できる。,"The remaining bad omens are haunting the temple and growing in the dark, causing the stats of the Divine Armament to fluctuate continuously. Activate the Divine Attribute to release the power of the Divine Armament.",殿中殘存的噩兆糾纏不休、潛滋暗長，致使神域武裝的屬性不斷波動，啟用神域屬性，可解放神域武裝的威能,,,,longtext_segments.csv,dawn-foxtail-grass,needs_review,Only suspect segments available for this concept. | candidate_concepts=effect_phrase_bad_omen_lingers_causing_the_stats_being_unstable_activate_the_divine_attributes_to_unleash_the_true_power_of_divine_armament|effect_phrase_bad_omen_lingers_causing_the_stats_being_unstable_activate_the_divine_traits_to_unleash_the_true_power_of_divine_armament
